speed,slope,elevation,acceleration,progress,fuel_consumption
31.045368617100202,4.538443515069446,161.652612207366,-2.256045996604824,0.563044405912061,11.7
69.95263716229573,-4.828732333961883,267.90780122204796,-1.7236209864734304,0.20492876201718002,10.8
75.77008961677451,2.798053194168574,466.59719900746256,-1.5549853293418363,0.5112839391032981,10.3
25.089125997109534,-2.4450096950755302,359.10083432365855,1.2382956988731273,0.5915652407803648,10.7
59.01703047732701,-1.9802057182780626,71.61153464017079,-2.4692696743102824,0.5189817826787945,10.1
96.45456992767244,7.908085809118369,279.910506675422,-1.714127471106418,0.5080930218765366,12.8
46.943090615835246,-2.657748859050164,285.1150212622931,2.0818900377613936,0.8942050995015851,10.2
58.29840123232309,8.728865810037622,184.6557673488316,0.3570689837175687,0.011358454591247624,11.7
51.99493785475363,-1.517393826428389,96.3487848287442,2.7708753973491405,0.17743265110380946,10.5
49.828228702302006,8.703609076733201,404.70135580186246,1.1906273747826326,0.6540476158996019,12.1
82.74914988343149,6.098944284929139,148.03501307367728,2.937462989283337,0.1987844767867828,12.0
83.15793289890445,3.7131941303614173,47.81573077166551,0.43204992996655367,0.10441975586585261,10.0
71.46288693265647,-0.17808847886496615,75.90496544623626,1.5808285477233825,0.7398953567350106,8.9
64.91024869912503,3.2552537755904076,152.22089865991902,-1.7101535990218704,0.9011839960142504,10.1
84.40773147435576,3.6698006650590997,299.82263518479704,-1.2277185148366911,0.7058231438960987,10.2
96.90442573303008,-4.689396292660262,9.519690500015832,-1.8459927969966754,0.4574956266351746,11.7
57.89156248006038,2.3373377269583564,450.2666083159257,2.5595740874186497,0.7476571428380309,10.4
92.6719557698717,0.10173296389620035,312.72350090901824,-2.717216572848117,0.6956555581986795,10.7
64.0772172971527,-3.147850922342519,42.316171098403466,1.4661128715845093,0.7471119919349326,10.4
55.419527908056374,-0.5518454693485726,325.88047723570594,-2.751941913990171,0.45526994760353257,9.5
54.37287171270869,2.9296820263307453,58.80370350887004,-2.0257714961833524,0.9963528539688677,10.2
29.829645952584045,8.884807851159387,358.8771419228485,0.3882215344949609,0.4341885935952803,13.0
93.68975461163727,-5.968831933475793,251.12465109173849,-2.816743379324791,0.4964106159526509,12.5
82.47095966536745,7.98101156021119,499.3353816822237,-2.6421328590931967,0.6415296997658722,13.0
